year,ws,treatment,plot_type,plot,tree,azimuth,dis_pl_ctr_m,history,species,sp_cd,cr_dam,deg_lean,dbh_cm,tr_ht_m,comments
2022,77,Thin,LL Conv.,195,400,208,3.5,1,Loblolly Pine,131,0,0,24.2,24.6,
2022,77,Thin,Hugo,30,2890,283,8.4,1,Loblolly Pine,131,0,0,24.4,21.2,
2022,77,Thin,LL Conv.,195,260,60,4.2,1,Loblolly Pine,131,0,0,24.6,24.9,
2022,77,Thin,Hugo,30,2893,285,11.3,1,Loblolly Pine,131,0,0,24.6,24.4,
2022,77,Thin,Hugo,140,2573,38,9.5,1,Willow Oak,831,0,0,25.7,20,
2022,77,Thin,Hugo,10,2834,95,8.4,1,Loblolly Pine,131,0,0,26,25,
2022,77,Thin,LL Conv.,195,246,21,8.8,1,Loblolly Pine,131,0,0,26.1,25.9,
2022,77,Thin,Hugo,20,2497,282,9.7,1,Red Maple,316,1,20,26.1,16.6,meas dbh 2x
2022,77,Thin,LL Conv.,134,58,222,9.4,1,Loblolly Pine,131,0,0,26.3,28.1,
2022,77,Thin,LL Conv.,134,19,34,9.9,1,Loblolly Pine,131,0,0,26.5,25.8,
2022,77,Thin,Hugo,210,2434,265,5.4,1,Blackgum,693,0,0,26.5,16.9,meas dbh 2x
2022,77,Thin,LL Conv.,195,390,182,10.7,1,Loblolly Pine,131,0,0,26.8,26,
2022,77,Thin,Hugo,30,2886,200,9.6,1,Willow Oak,831,1,0,27.5,18.3,meas ht 2x; broken top
2022,77,Thin,LL Conv.,134,29,98,9.2,1,Loblolly Pine,131,0,0,27.6,27.2,
2022,77,Thin,Hugo,10,2844,234,8.4,1,Loblolly Pine,131,0,0,27.6,24.6,
2022,77,Thin,Hugo,210,2435,269,8,1,Loblolly Pine,131,0,0,27.9,25.2,bark missing @ dbh
2022,77,Thin,Hugo,20,2494,214,10.7,1,Live Oak,838,0,0,28,8.7,
2022,77,Thin,Hugo,210,2432,238,7.9,1,Loblolly Pine,131,0,0,28.1,24.7,
2022,77,Thin,Hugo,210,2404,64,7.5,1,Blackgum,693,0,0,28.3,20.4,
2022,77,Thin,Hugo,210,2426,209,7.7,1,Loblolly Pine,131,0,0,28.4,26.2,
2022,77,Thin,LL Conv.,134,65,238,8.9,1,Loblolly Pine,131,0,0,28.5,27.1,
2022,77,Thin,Hugo,10,2839,134,8.3,1,Loblolly Pine,131,0,0,28.5,25.5,
2022,77,Thin,LL Conv.,166,98,75,10.3,1,Loblolly Pine,131,0,0,28.8,24,
2022,77,Thin,LL Conv.,195,244,10,8.3,1,Loblolly Pine,131,0,0,28.8,25.3,
2022,77,Thin,Hugo,210,2429,215,1.7,1,Loblolly Pine,131,0,0,28.8,25.8,
2022,77,Thin,Hugo,210,2428,215,5.6,1,Loblolly Pine,131,0,0,28.9,26.1,
2022,77,Thin,LL Conv.,166,225,309,2.3,1,Loblolly Pine,131,0,0,29,21.4,
2022,77,Thin,LL Conv.,166,86,37,5.5,1,Loblolly Pine,131,0,0,29.2,25,
2022,77,Thin,Hugo,140,2619,15,7.2,1,Loblolly Pine,131,0,0,29.5,24.7,
2022,77,Thin,Hugo,210,2439,293,11.1,1,Loblolly Pine,131,0,0,29.6,27.2,
2022,77,Thin,Hugo,210,2447,327,11,1,Loblolly Pine,131,0,0,29.8,25.3,
2022,77,Thin,Hugo,210,2408,92,10.3,1,Loblolly Pine,131,0,0,29.9,24.5,
2022,77,Thin,LL Conv.,166,97,68,1.4,1,Loblolly Pine,131,0,1,30,25.3,
2022,77,Thin,LL Conv.,134,56,220,5.7,1,Loblolly Pine,131,0,0,30.1,26.2,
2022,77,Thin,LL Conv.,195,447,302,10.5,1,Loblolly Pine,131,0,0,30.1,24,
2022,77,Thin,Hugo,30,2891,281,11,1,Loblolly Pine,131,0,0,30.1,25,
2022,77,Thin,LL Conv.,166,212,240,11.4,1,Loblolly Pine,131,0,0,30.7,23.7,
2022,77,Thin,Hugo,10,2833,62,10.5,1,Loblolly Pine,131,0,0,30.8,25.4,DC=2?
2022,77,Thin,Hugo,20,2486,40,4,1,Loblolly Pine,131,0,5,30.8,24.8,
2022,77,Thin,Hugo,140,2616,359,6.1,1,Sweetgum,611,0,0,30.8,22.8,
2022,77,Thin,Hugo,210,2422,176,8.9,1,Loblolly Pine,131,0,0,31,26.4,meas ht 2x
2022,77,Thin,Hugo,140,2610,285,10.5,1,Loblolly Pine,131,0,0,31.2,22.7,
2022,77,Thin,Hugo,210,2698,40,3.9,1,Loblolly Pine,131,0,0,31.4,27,
2022,77,Thin,Hugo,20,2701,319,10.5,1,Loblolly Pine,131,1,0,31.5,21.8,broken top; meas ht 2x
2022,77,Thin,Hugo,30,2881,47,4.5,1,Water Oak,827,1,0,31.5,15.6,meas ht 2x; broken top
2022,77,Thin,Hugo,210,2414,115,9.3,1,Loblolly Pine,131,0,0,31.7,27,
2022,77,Thin,LL Conv.,134,72,264,5,2,Loblolly Pine,131,2,0,31.8,12.6,broken top; no bark
2022,77,Thin,Hugo,140,2577,69,8.8,1,Loblolly Pine,131,0,0,31.8,25.3,
2022,77,Thin,LL Conv.,195,306,98,7.7,1,Loblolly Pine,131,0,0,32.6,25.2,
2022,77,Thin,LL Conv.,195,483,338,7.8,1,Loblolly Pine,131,0,0,32.7,27.5,
2022,77,Thin,Hugo,30,2883,131,9.6,1,Loblolly Pine,131,0,0,33.2,22.3,
2022,77,Thin,LL Conv.,166,220,308,6.9,1,Loblolly Pine,131,0,0,33.5,27,
2022,77,Thin,LL Conv.,195,398,206,10.3,1,Sweetgum,611,0,0,34.1,24.8,
2022,77,Thin,Hugo,140,2588,142,8.9,1,Loblolly Pine,131,0,0,34.3,25.9,
2022,77,Thin,LL Conv.,195,488,346,8.7,1,Loblolly Pine,131,0,0,34.4,25.1,
2022,77,Thin,Hugo,10,2841,178,4.1,1,Loblolly Pine,131,0,0,34.9,27.7,
2022,77,Thin,LL Conv.,166,84,17,8.7,1,Loblolly Pine,131,0,0,35,27.4,
2022,77,Thin,Hugo,210,2419,150,7.9,1,Loblolly Pine,131,0,0,35.2,27.5,
2022,77,Thin,LL Conv.,134,20,58,8.4,1,Loblolly Pine,131,0,0,35.4,26.8,
2022,77,Thin,Hugo,210,2423,194,11.3,1,Loblolly Pine,131,0,0,35.4,27.3,meas dbh 2x
2022,77,Thin,LL Conv.,195,251,42,1.8,1,Loblolly Pine,131,0,0,35.8,24.1,
2022,77,Thin,LL Conv.,134,13,19,6.4,1,Loblolly Pine,131,0,0,36.3,26.4,
2022,77,Thin,Hugo,140,2601,211,8.7,1,Loblolly Pine,131,0,0,36.5,28.1,meas ht 2x
2022,77,Thin,Hugo,20,2495,214,3.4,1,Loblolly Pine,131,0,0,36.6,25.2,
2022,77,Thin,Hugo,140,2587,128,11.2,1,Loblolly Pine,131,0,0,36.7,26.3,
2022,77,Thin,Hugo,30,2895,310,8.3,1,Loblolly Pine,131,0,0,37.6,21.1,
2022,77,Thin,Hugo,210,2696,19,7.9,1,Loblolly Pine,131,0,0,38.8,27.2,
2022,77,Thin,LL Conv.,134,48,164,8.2,1,Loblolly Pine,131,0,10,38.9,27.8,
2022,77,Thin,Hugo,10,2830,49,4.4,1,Loblolly Pine,131,0,5,42,30.8,
2022,77,Thin,LL Conv.,134,63,234,2.7,1,Loblolly Pine,131,0,0,42.1,28.6,
2022,77,Thin,Hugo,10,2848,349,3.5,1,Loblolly Pine,131,0,10,42.1,29.8,
2022,77,Thin,Hugo,20,2496,232,8,1,Loblolly Pine,131,0,0,43,25.8,meas dbh + ht 2x
2022,77,Thin,Hugo,20,2487,40,8.7,1,Loblolly Pine,131,0,0,43.4,24.7,meas ht 2x
2022,77,Thin,Hugo,20,2703,331,6,1,Loblolly Pine,131,0,0,44.5,27.2,
2022,77,Thin,LL Conv.,134,77,332,11.2,1,Loblolly Pine,131,0,0,44.7,28.9,
2022,77,Thin,Hugo,20,2490,160,10.8,2,Loblolly Pine,131,0,0,44.7,26.2,meas dbh + ht 2x; DC=2; bark slough
2022,77,Thin,Hugo,140,2598,195,7.1,1,Loblolly Pine,131,0,0,48.4,27.8,meas ht 2x
2022,77,Thin,Hugo,10,2846,306,8.1,1,Loblolly Pine,131,0,0,48.6,28.1,
2022,77,Thin,Hugo,10,2849,358,8.5,1,Loblolly Pine,131,0,5,58,33,
2022,77,Thin,Hugo,30,2880,36,2.9,1,Loblolly Pine,131,0,5,59.3,37.2,
2022,77,Thin,Hugo,140,2611,296,6.4,1,Loblolly Pine,131,0,0,59.3,32.2,meas ht 2x
2022,77,Thin,LL Conv.,166,199,207,3.6,1,Loblolly Pine,131,0,15,62.6,37.3,broken top; branch is tallest point
